?, 1, 17.11809565095832
×, 1, 17.11809565095832
Η, 1, 17.11809565095832
Κ, 1, 17.11809565095832
Λ, 1, 17.11809565095832
Μ, 1, 17.11809565095832
Ν, 1, 17.11809565095832
Ξ, 1, 17.11809565095832
Ο, 1, 17.11809565095832
Ρ, 1, 17.11809565095832
Φ, 1, 17.11809565095832
ω, 1, 17.11809565095832
’, 1, 34.23619130191664
“, 1, 17.11809565095832
”, 1, 17.11809565095832
…, 2, 17.11809565095832
′, 1, 17.11809565095832
※, 1, 17.11809565095832
←, 2, 17.11809565095832
↑, 1, 17.11809565095832
→, 1, 17.11809565095832
↓, 1, 17.11809565095832
■, 1, 17.11809565095832
□, 1, 17.11809565095832
▲, 1, 17.11809565095832
▼, 1, 17.11809565095832
▽, 2, 17.11809565095832
◆, 1, 17.11809565095832
○, 1, 17.11809565095832
★, 1, 17.11809565095832
☆, 1, 17.11809565095832
　, 1, 34.23619130191664
、, 4, 17.11809565095832
。, 2, 17.11809565095832
《, 1, 17.11809565095832
「, 1, 17.11809565095832
」, 1, 34.23619130191664
『, 1, 17.11809565095832
』, 1, 17.11809565095832
【, 1, 17.11809565095832
】, 1, 17.11809565095832
〒, 1, 34.23619130191664
あ, 1, 17.11809565095832
ああ, 2, 17.11809565095832
あう, 1, 17.11809565095832
あかり, 1, 17.11809565095832
あかん, 1, 17.11809565095832
あきる, 1, 17.11809565095832
あくまで, 1, 17.11809565095832
あげる, 1, 17.11809565095832
あこがれ, 1, 17.11809565095832
あそぶ, 1, 17.11809565095832
あたり, 1, 17.11809565095832
あつい, 1, 17.11809565095832
あてる, 1, 17.11809565095832
あと, 1, 17.11809565095832
あなた, 1, 17.11809565095832
あの, 1, 17.11809565095832
あまり, 1, 17.11809565095832
あまる, 1, 17.11809565095832
あみ, 1, 17.11809565095832
あらかじめ, 1, 17.11809565095832
あらゆる, 1, 17.11809565095832
ありがたい, 1, 17.11809565095832
ありがとう, 1, 17.11809565095832
ありったけ, 1, 17.11809565095832
ありのまま, 1, 17.11809565095832
ある, 1, 17.11809565095832
ある程度, 1, 17.11809565095832
あれ, 1, 34.23619130191664
あわよくば, 1, 17.11809565095832
あんま, 1, 17.11809565095832
あんまり, 1, 17.11809565095832
あー, 1, 17.11809565095832
いいかげん, 1, 17.11809565095832
いう, 1, 17.11809565095832
いえる, 1, 17.11809565095832
いかん, 1, 17.11809565095832
いきなり, 1, 17.11809565095832
いく, 1, 17.11809565095832
いくつ, 1, 17.11809565095832
いける, 1, 17.11809565095832
いじる, 1, 17.11809565095832
いたす, 1, 17.11809565095832
いただく, 1, 17.11809565095832
いただける, 1, 17.11809565095832
いったん, 1, 17.11809565095832
いってき, 1, 17.11809565095832
いっぱい, 1, 17.11809565095832
いつ, 1, 17.11809565095832
いつも, 1, 17.11809565095832
いとこ, 1, 17.11809565095832
いのる, 1, 17.11809565095832
いまだ, 1, 17.11809565095832
いや, 1, 17.11809565095832
いやいや, 1, 17.11809565095832
いよいよ, 1, 17.11809565095832
いらっしゃる, 1, 17.11809565095832
いる, 1, 17.11809565095832
いれる, 1, 17.11809565095832
いろいろ, 1, 17.11809565095832
いろんな, 1, 17.11809565095832
う, 1, 17.11809565095832
うかれる, 1, 17.11809565095832
うごく, 1, 34.23619130191664
うさぎ, 1, 34.23619130191664
うち, 1, 17.11809565095832
うっかり, 1, 17.11809565095832
うとうと, 1, 17.11809565095832
うなる, 1, 17.11809565095832
うまい, 2, 17.11809565095832
うまる, 1, 17.11809565095832
うれしい, 1, 17.11809565095832
うわ, 1, 17.11809565095832
